id,title_en,title_es,case_name,docket,court_en,court_es,status,status_label_en,status_label_es,what_it_affects_en,what_it_affects_es,people_affected,timeline_events,first_event,latest_event,last_checked,url_en,url_es
isap-ankle-monitor-surge,ICE Ankle Monitors and ISAP Check-In Rules (Alternatives to Detention),Monitores de tobillo de ICE y las reglas de chequeo de ISAP (Alternativas a la Detención),"ICE June 9, 2025 memo expanding GPS ankle monitors in the Alternatives to Detention (ISAP) program","No docket — internal ICE Enforcement and Removal Operations policy memo dated June 9, 2025 (agency policy, not court litigation)","U.S. Immigration and Customs Enforcement (ICE), Enforcement and Removal Operations — agency policy","Servicio de Inmigración y Control de Aduanas (ICE), Operaciones de Control y Deportación — política de la agencia",in_effect,Policy in effect,Política en vigor,"Non-detained immigrants supervised through ICE's Alternatives to Detention (ATD) program while their immigration cases are pending — people who have been released but must report to ICE and its contractor. It affects how they are monitored (a GPS ankle monitor, the SmartLINK smartphone app with photo/selfie check-ins, or telephonic reporting), how often they must check in (for example, app selfies, biweekly in-person office visits, or periodic home visits), and the risk of escalated supervision or detention if reporting conditions are not met. Pregnant enrollees are directed to wrist-worn devices rather than ankle monitors. It does not change eligibility for release or the outcome of any immigration case. This page explains what ISAP and SmartLINK are and general check-in obligations; it is general information, not legal advice.","Inmigrantes no detenidos supervisados a través del programa de Alternativas a la Detención (ATD) de ICE mientras sus casos migratorios están pendientes — personas que han sido liberadas pero deben reportarse a ICE y a su contratista. Afecta cómo son monitoreadas (un monitor de tobillo con GPS, la aplicación de teléfono SmartLINK con chequeos por foto/selfie, o el reporte telefónico), con qué frecuencia deben reportarse (por ejemplo, selfies por la aplicación, citas presenciales cada dos semanas, o visitas domiciliarias periódicas), y el riesgo de que se eleve la supervisión o de detención si no se cumplen las condiciones de reporte. A las personas embarazadas se les asignan dispositivos de muñeca en lugar de monitores de tobillo. No cambia la elegibilidad para ser liberado ni el resultado de ningún caso migratorio. Esta página explica qué son ISAP y SmartLINK y las obligaciones generales de chequeo; es información general, no asesoría legal.",,5,2004,2026-03,2026-08-26,/immigration-cases/ice-ankle-monitors-isap-check-in-rules/,/es/casos-de-inmigracion/monitores-de-tobillo-de-ice-isap-reglas-de-chequeo/
ny-green-light-law-challenge,Federal challenge to New York's Green Light Law (immigrant driver's licenses and DMV data privacy),Desafío federal a la Ley Green Light de Nueva York (licencias de conducir para inmigrantes y privacidad de datos del DMV),United States v. State of New York,N.D.N.Y. No. 1:25-cv-00205 (on appeal: 2nd Cir. No. 26-387),U.S. District Court for the Northern District of New York (on appeal to the U.S. Court of Appeals for the Second Circuit),Tribunal de Distrito de EE.UU. para el Distrito Norte de Nueva York (en apelación ante la Corte de Apelaciones del Segundo Circuito de EE.UU.),active_litigation,Active litigation,Litigio activo,"New York residents who hold or are applying for a standard New York driver's license or non-driver ID, and anyone worried about whether the New York DMV can share their records with ICE or CBP. As of September 1, 2026 (docket re-checked), nothing has changed: the Green Light Law is still in effect, standard licenses are still issued regardless of immigration status, and state law still bars the DMV from disclosing its records to immigration-enforcement agencies without a judicial warrant or court order (and requires notifying the person when such a request is made). The federal government's appeal does not pause the law. This case does not change anyone's immigration status, and holding a New York license does not, by itself, affect a person's immigration case.","Residentes de Nueva York que tienen o solicitan una licencia de conducir estándar o una identificación estatal, y cualquier persona preocupada por si el DMV de Nueva York puede compartir sus registros con ICE o CBP. Al 1 de septiembre de 2026 (expediente reverificado), nada ha cambiado: la Ley Green Light sigue vigente, las licencias estándar se siguen emitiendo sin importar el estatus migratorio, y la ley estatal sigue prohibiendo que el DMV divulgue sus registros a las agencias de inmigración sin una orden judicial (y exige avisar a la persona cuando se hace tal solicitud). La apelación del gobierno federal no suspende la ley. Este caso no cambia el estatus migratorio de nadie, y tener una licencia de Nueva York, por sí solo, no afecta el caso migratorio de una persona.",,4,2025-02-12,2026-02-20,2026-09-01,/immigration-cases/new-york-green-light-law-drivers-license-dmv-data-lawsuit/,/es/casos-de-inmigracion/ley-green-light-nueva-york-licencia-conducir-datos-dmv-demanda/
roving-immigration-stops-profiling,Roving Immigration Stops and Racial Profiling: Vasquez Perdomo v. Noem,Paradas migratorias itinerantes y perfil racial: Vasquez Perdomo v. Noem,Noem v. Vasquez Perdomo,No. 25A169 (U.S.); No. 2:25-cv-05605 (C.D. Cal.); No. 25-4312 (9th Cir.),U.S. Supreme Court (emergency stay); U.S. District Court for the Central District of California,Corte Suprema de EE.UU. (suspensión de emergencia); Tribunal de Distrito de EE.UU. para el Distrito Central de California,active_litigation,Active litigation,Litigio activo,"People in the Los Angeles area, and potentially elsewhere, who could be subject to brief immigration stops by federal agents during enforcement operations. The case concerns what factors agents may use to form ""reasonable suspicion"" under the Fourth Amendment, including whether apparent ethnicity, speaking Spanish or accented English, the type of place a person is in, and the kind of work they appear to do can support a stop. While the Supreme Court's stay is in effect, the district court's limits on those stops are paused. A separate part of the case protects access to a lawyer for people detained at a downtown Los Angeles facility. This is general information, not legal advice.","Personas en el área de Los Ángeles, y posiblemente en otros lugares, que podrían ser objeto de breves paradas migratorias por parte de agentes federales durante operaciones de control. El caso trata sobre qué factores pueden usar los agentes para formar una ""sospecha razonable"" bajo la Cuarta Enmienda, incluyendo si la aparente etnia, hablar español o inglés con acento, el tipo de lugar donde está la persona y la clase de trabajo que aparenta hacer pueden justificar una parada. Mientras la suspensión de la Corte Suprema esté vigente, los límites del tribunal de distrito sobre esas paradas quedan pausados. Una parte separada del caso protege el acceso a un abogado para las personas detenidas en un centro del centro de Los Ángeles. Esta es información general, no asesoría legal.",,5,2025-07-11,2026-02-19,2026-08-26,/immigration-cases/roving-ice-stops-and-racial-profiling/,/es/casos-de-inmigracion/paradas-migratorias-itinerantes-y-perfil-racial/
sensitive-locations-churches-enforcement,"Immigration Enforcement at Churches and Other ""Sensitive Locations""","Control migratorio en iglesias y otros ""lugares sensibles""","New England Synod, Evangelical Lutheran Church in America v. U.S. Department of Homeland Security",No. 4:25-cv-40102 (D. Mass.),U.S. District Court for the District of Massachusetts (Judge F. Dennis Saylor IV),Tribunal de Distrito de los EE. UU. para el Distrito de Massachusetts (juez F. Dennis Saylor IV),injunction_in_effect,Blocked by injunction,Bloqueada por medida cautelar,"Immigrants who attend, work at, or use services from the specific congregations of the plaintiff faith groups (ELCA Lutheran synods, American Baptist Churches USA, the Alliance of Baptists, and Metropolitan Community Churches). At those churches the order limits warrantless ICE activity in and immediately around the property. It does NOT protect houses of worship nationwide: outside these plaintiffs' churches, the January 2025 rescission of the federal ""protected areas"" (sensitive-locations) guidance still stands, so there is no special federal limit on immigration enforcement at other churches, schools, or hospitals. Even at the protected churches, enforcement under a warrant or in a genuine emergency is still allowed.","Afecta a los inmigrantes que asisten, trabajan o reciben servicios en las congregaciones específicas de los grupos religiosos demandantes (sínodos luteranos de la ELCA, American Baptist Churches USA, la Alliance of Baptists y las Metropolitan Community Churches). En esas iglesias, la orden limita la actividad de ICE sin orden judicial dentro de la propiedad y en sus alrededores inmediatos. NO protege a los lugares de culto de todo el país: fuera de las iglesias de estos demandantes, sigue vigente la revocación de enero de 2025 de la guía federal sobre ""áreas protegidas"" (lugares sensibles), por lo que no existe un límite federal especial para el control migratorio en otras iglesias, escuelas u hospitales. Incluso en las iglesias protegidas, todavía se permite el control migratorio con una orden o en una emergencia genuina.",,4,2025-01-20,2026-02-13,2026-08-26,/immigration-cases/immigration-enforcement-at-churches-sensitive-locations/,/es/casos-de-inmigracion/control-migratorio-en-iglesias-y-lugares-sensibles/
alien-enemies-act,Alien Enemies Act removals,Expulsiones bajo la Ley de Enemigos Extranjeros,Alien Enemies Act removals — J.G.G. v. Trump / A.A.R.P. v. Trump / W.M.M. v. Trump,J.G.G. — 1:25-cv-00766 (D.D.C.); A.A.R.P./W.M.M. — No. 24A1007 (U.S. Supreme Court) / No. 25-10534 (5th Cir.) / 1:25-cv-59 (N.D. Tex.); Trump v. J.G.G. — No. 24A931 (U.S. Supreme Court),U.S. District Court for the District of Columbia (Chief Judge James Boasberg); U.S. Court of Appeals for the Fifth Circuit (en banc); U.S. Court of Appeals for the D.C. Circuit (en banc); U.S. Supreme Court,Tribunal Federal del Distrito de Columbia (juez Boasberg); Quinto Circuito (en banc); Circuito de DC (en banc); Corte Suprema,active_litigation,Active litigation,Litigio activo,"Venezuelan nationals physically in the U.S. (largely men in immigration detention) whom the government alleges are Tren de Aragua members and sought to remove summarily under the 1798 Alien Enemies Act, plus the group already deported to El Salvador's CECOT prison. The Supreme Court held that anyone facing AEA removal must receive notice and a meaningful chance to seek habeas review before removal.","Ciudadanos venezolanos físicamente en EE.UU. (en su mayoría hombres detenidos) a quienes el gobierno acusa de ser miembros del Tren de Aragua y buscó expulsar sumariamente bajo la Ley de Enemigos Extranjeros de 1798, más el grupo ya deportado a la prisión CECOT de El Salvador. La Corte Suprema sostuvo que toda persona enfrentando expulsión bajo la AEA debe recibir aviso y una oportunidad real de habeas antes de ser expulsada.",,5,2025-03-14,2026-02-12,2026-08-26,/immigration-cases/alien-enemies-act-removals/,/es/casos-de-inmigracion/expulsiones-ley-enemigos-extranjeros/
uscis-social-media-collection-forms,USCIS Collects Social Media Usernames on Nine Immigration Forms,USCIS recopila los usuarios de redes sociales en nueve formularios de inmigración,USCIS Collection of Social Media Identifiers on Immigration Forms,"FR Doc. 2025-03492 (60-day notice) and FR Doc. 2025-17816 (30-day notice); DHS Docket USCIS-2025-0003; OMB Control No. 1615-NEW (approved through Feb. 28, 2027)",U.S. Citizenship and Immigration Services (DHS) — Paperwork Reduction Act information collection,Servicio de Ciudadanía e Inmigración de EE.UU. (DHS) — recopilación de información bajo la Ley de Reducción de Trámites,in_effect,Policy in effect,Política en vigor,"Applicants who file any of nine USCIS forms: N-400 (naturalization), I-485 (adjustment of status / green card), I-131 (travel document), I-751 (remove conditions on residence), I-730 (refugee/asylee relative petition), I-589 (asylum), I-590 (refugee classification), I-829 (remove conditions for investors), and I-192 (advance permission to enter as a nonimmigrant). On these forms, applicants are asked to provide the social media usernames they have used over roughly the past five years and the associated platforms. The change adds a form field for screening purposes; by itself it does not change who is eligible for a benefit.","Los solicitantes que presentan alguno de nueve formularios de USCIS: N-400 (naturalización), I-485 (ajuste de estatus / tarjeta verde), I-131 (documento de viaje), I-751 (eliminar las condiciones de la residencia), I-730 (petición para familiar de refugiado o asilado), I-589 (asilo), I-590 (clasificación de refugiado), I-829 (eliminar las condiciones para inversionistas) e I-192 (permiso anticipado para ingresar como no inmigrante). En estos formularios se pide a los solicitantes que proporcionen los nombres de usuario de redes sociales que hayan usado durante aproximadamente los últimos cinco años y las plataformas asociadas. El cambio agrega un campo al formulario con fines de revisión; por sí solo no cambia quién es elegible para un beneficio.",,3,2025-03-05,2026-02-11,2026-08-26,/immigration-cases/uscis-social-media-handles-on-immigration-forms/,/es/casos-de-inmigracion/uscis-usuarios-de-redes-sociales-en-formularios-de-inmigracion/
flores-settlement-termination,Flores Settlement: limits on detaining migrant children,Acuerdo Flores: límites a la detención de niños migrantes,Flores v. Bondi (Flores Settlement Agreement),"C.D. Cal. No. 2:85-cv-04544-DMG (AGRx) (Judge Dolly M. Gee); denial of the motion to terminate on appeal to the U.S. Court of Appeals for the Ninth Circuit, No. 25-6308",U.S. District Court for the Central District of California (Judge Dolly M. Gee); on appeal to the U.S. Court of Appeals for the Ninth Circuit,Tribunal Federal del Distrito Central de California (jueza Dolly M. Gee); en apelación ante el Tribunal de Apelaciones del Noveno Circuito,injunction_in_effect,Blocked by injunction,Bloqueada por medida cautelar,"Affects migrant children — and, in practice, families — held in U.S. immigration detention. The Flores Settlement Agreement sets nationwide minimum standards for how long and under what conditions children may be held and how promptly they should be released from immigration custody. Because it limits prolonged detention of children, it also shapes how long families with children can be detained together. Children held by DHS (CBP and ICE) are still covered by the Agreement; unaccompanied children in HHS/ORR custody are now governed mainly by ORR's 2024 Foundational Rule, with some Agreement protections retained. The current fight is over whether the government may end the Agreement altogether; while that appeal is pending, the Agreement's protections continue to apply in DHS custody.","Afecta a los niños migrantes —y, en la práctica, a las familias— bajo detención migratoria en EE. UU. El Acuerdo Flores establece normas mínimas a nivel nacional sobre cuánto tiempo y en qué condiciones se puede detener a los niños y con qué prontitud deben ser liberados de la custodia migratoria. Como limita la detención prolongada de niños, también incide en cuánto tiempo pueden estar detenidas juntas las familias con niños. Los niños bajo custodia del DHS (CBP e ICE) siguen amparados por el Acuerdo; los niños no acompañados bajo custodia de HHS/ORR se rigen ahora principalmente por la Regla Fundacional de ORR de 2024, aunque se conservan algunas protecciones del Acuerdo. La disputa actual es si el gobierno puede terminar el Acuerdo por completo; mientras la apelación está pendiente, las protecciones del Acuerdo siguen aplicándose bajo custodia del DHS.",,5,1997-01-28,2026-01-28,2026-09-01,/immigration-cases/flores-settlement-family-detention-limits/,/es/casos-de-inmigracion/acuerdo-flores-limites-a-la-detencion-familiar/
chnv-parole,CHNV humanitarian parole termination,Terminación del parole humanitario CHNV,Svitlana Doe v. Noem (CHNV / humanitarian parole termination),1:25-cv-10495 (D. Mass.); SCOTUS application 24A1079 (Noem v. Doe),"U.S. District Court for the District of Massachusetts (Judge Indira Talwani); U.S. Supreme Court (emergency stay, No. 24A1079); U.S. Court of Appeals for the First Circuit",Tribunal Federal del Distrito de Massachusetts (jueza Talwani); Corte Suprema (suspensión); Primer Circuito,partially_blocked,Partially blocked,Parcialmente bloqueada,"People already in the United States who hold or held humanitarian parole — primarily Cuban, Haitian, Nicaraguan, and Venezuelan (CHNV) parolees, plus beneficiaries of Family Reunification Parole (FRP), Uniting for Ukraine (U4U), Operation Allies Welcome (OAW), Central American Minors (CAM), and military parole-in-place — whose parole and associated work authorization the federal government moved to terminate categorically. CHNV terminations are currently in effect; FRP terminations are currently enjoined.","Personas que ya están en EE.UU. y tienen o tuvieron parole humanitario — principalmente parolados cubanos, haitianos, nicaragüenses y venezolanos (CHNV), más beneficiarios del Parole de Reunificación Familiar (FRP), Uniting for Ukraine, Operation Allies Welcome, Central American Minors y parole militar — cuyo parole y autorización de empleo el gobierno buscó terminar de forma categórica. Las terminaciones CHNV están en vigor; las del FRP están suspendidas por orden judicial.",500000,4,2025-03-25,2026-01-24,2026-09-01,/immigration-cases/chnv-humanitarian-parole-termination/,/es/casos-de-inmigracion/terminacion-parole-humanitario-chnv/
texas-sb8-mandatory-287g,Texas SB 8: Mandatory Sheriff–ICE 287(g) Jail Agreements,Ley SB 8 de Texas: acuerdos 287(g) obligatorios entre alguaciles e ICE en las cárceles,Texas Senate Bill 8 (mandatory sheriff–ICE 287(g) agreements),"Tex. S.B. 8, 89th Leg., R.S. (2025)","Texas Legislature (89th Legislature, Regular Session); signed by Gov. Greg Abbott","Legislatura de Texas (89.ª Legislatura, Sesión Ordinaria); promulgada por el gobernador Greg Abbott",in_effect,Policy in effect,Política en vigor,"Affects people booked into county jails across Texas. Once a county's sheriff has a 287(g) agreement, designated jail or sheriff's-office personnel are authorized to perform certain federal immigration functions — such as identifying and processing people for possible immigration holds (detainers) — under ICE supervision. It is a state mandate directed at sheriffs; it does not change federal immigration eligibility rules or who may be arrested under state law.","Afecta a las personas ingresadas (booked) en las cárceles de los condados de Texas. Una vez que el alguacil de un condado tiene un acuerdo 287(g), el personal designado de la cárcel o de la oficina del alguacil queda autorizado para realizar ciertas funciones federales de inmigración —como identificar y procesar a personas para posibles retenciones migratorias (detainers)— bajo la supervisión de ICE. Es un mandato estatal dirigido a los alguaciles; no cambia las reglas federales de elegibilidad migratoria ni quién puede ser arrestado conforme a la ley estatal.",,4,2025-04-01,2026-01-01,2026-08-26,/immigration-cases/texas-sb-8-mandatory-287g-jail-agreements/,/es/casos-de-inmigracion/texas-sb-8-acuerdos-287g-obligatorios-en-carceles/
sanctuary-funding,Sanctuary-jurisdiction funding conditions,Condiciones de fondos para jurisdicciones santuario,City and County of San Francisco v. Trump,N.D. Cal. No. 3:25-cv-01350 (Judge William H. Orrick); preliminary injunction on appeal to the U.S. Court of Appeals for the Ninth Circuit,U.S. District Court for the Northern District of California (Judge William H. Orrick); on appeal to the U.S. Court of Appeals for the Ninth Circuit,Tribunal Federal del Distrito Norte de California (juez Orrick); en apelación ante el Noveno Circuito,injunction_in_effect,Blocked by injunction,Bloqueada por medida cautelar,"Affects residents of ""sanctuary"" cities and counties — local governments that limit cooperation with federal immigration enforcement. The case concerns whether the federal government may withhold or condition federal grant funds (public-safety, health, social-service, and transportation dollars) on those jurisdictions abandoning their sanctuary policies; the court's injunction currently keeps that funding flowing. A related companion case before the same judge protects FEMA/DHS disaster-preparedness grants to the same kinds of jurisdictions.","Residentes de ciudades y condados ""santuario"" — gobiernos locales que limitan la cooperación con la aplicación federal de inmigración. El caso trata sobre si el gobierno federal puede retener o condicionar fondos federales (de seguridad pública, salud, servicios sociales y transporte) a que esas jurisdicciones abandonen sus políticas santuario; la orden del tribunal mantiene ese financiamiento por ahora. Un caso relacionado ante el mismo juez protege fondos de preparación ante desastres de FEMA/DHS.",,5,2025-02-07,2025-12-05,2026-09-01,/immigration-cases/sanctuary-jurisdiction-funding/,/es/casos-de-inmigracion/fondos-jurisdicciones-santuario/
good-moral-character-2026,USCIS Good Moral Character Standard and Revived Neighborhood Investigations for Naturalization (PM-602-0188 / PM-602-0189),Norma de buen carácter moral de USCIS e investigaciones de vecindario reactivadas para la naturalización (PM-602-0188 / PM-602-0189),USCIS good moral character reframe and revived neighborhood investigations for naturalization (PM-602-0188 / PM-602-0189),"USCIS PM-602-0189 (INA 335(a)) + companion good-moral-character memo PM-602-0188 (INA 101(f)), August 2025",U.S. Citizenship and Immigration Services (policy memoranda),Servicio de Ciudadanía e Inmigración de EE.UU. (memorandos de política),in_effect,Policy in effect,Política en vigor,"Applies to people filing Form N-400 (lawful permanent residents applying for U.S. citizenship). It changes how officers judge good moral character by adding a weighing of both favorable and unfavorable factors, and it revives the agency's authority to contact neighbors, employers, or coworkers and to request testimonial letters in order to corroborate residence, character, and community ties. Not every applicant is investigated — USCIS describes the personal investigations as case-by-case.","Aplica a las personas que presentan el Formulario N-400 (residentes permanentes legales que solicitan la ciudadanía estadounidense). Cambia la forma en que los oficiales evalúan el buen carácter moral al añadir una ponderación de factores tanto favorables como desfavorables, y reactiva la facultad de la agencia de contactar a vecinos, empleadores o compañeros de trabajo y de solicitar cartas testimoniales para corroborar la residencia, el carácter y los vínculos con la comunidad. No se investiga a todos los solicitantes: USCIS describe las investigaciones personales como caso por caso.",,5,1981,2025-11,2026-08-26,/immigration-cases/naturalization-good-moral-character-neighborhood-investigations/,/es/casos-de-inmigracion/naturalizacion-buen-caracter-moral-investigaciones-de-vecindario/
uscis-electronic-payments-mandate-2025,USCIS Ends Paper Checks and Money Orders: Electronic Fee Payment Required (Executive Order 14247),USCIS deja de aceptar cheques y giros postales: se exige el pago electrónico de tarifas (Orden Ejecutiva 14247),USCIS Transition to Electronic Payments (Executive Order 14247),"USCIS Policy Alert, Transition to Electronic Payments (Aug. 29, 2025); Exec. Order 14247","U.S. Citizenship and Immigration Services (USCIS), Department of Homeland Security — agency policy, not court litigation","Servicio de Ciudadanía e Inmigración de EE. UU. (USCIS), Departamento de Seguridad Nacional — política administrativa, no es un litigio judicial",in_effect,Policy in effect,Política en vigor,"Anyone paying a USCIS filing fee by mail — for example applications and petitions such as N-400, I-485, I-765, I-130, I-129, or I-539. Paper checks and money orders can no longer be used to pay these fees. Mailed filings must include Form G-1650 (ACH debit, which requires a U.S. bank account) or Form G-1450 (credit, debit, or prepaid card); online filings are paid through Pay.gov. Requestors who cannot use electronic payment may request an exemption on Form G-1651 by certifying, for example, that they lack access to banking or that electronic payment would cause undue hardship; if approved, USCIS will accept a personal or business check, money order, bank draft, or cashier's check.","Cualquier persona que pague por correo una tarifa de presentación de USCIS — por ejemplo, solicitudes y peticiones como el N-400, I-485, I-765, I-130, I-129 o I-539. Ya no se pueden usar cheques ni giros postales para pagar estas tarifas. Los envíos por correo deben incluir el Formulario G-1650 (débito ACH, que requiere una cuenta bancaria de EE. UU.) o el Formulario G-1450 (tarjeta de crédito, débito o prepagada); los trámites en línea se pagan mediante Pay.gov. Quienes no puedan usar el pago electrónico pueden solicitar una exención con el Formulario G-1651 certificando, por ejemplo, que no tienen acceso a servicios bancarios o que el pago electrónico les causaría una dificultad excesiva; si se aprueba, USCIS aceptará un cheque personal o comercial, giro postal, giro bancario o cheque de caja.",,3,2025-03-25,2025-10-28,2026-08-26,/immigration-cases/uscis-electronic-payment-requirement-no-checks-money-orders/,/es/casos-de-inmigracion/pago-electronico-obligatorio-uscis-sin-cheques-giros/
naturalization-civics-test-2025,"2025 USCIS Naturalization Civics Test: 128-Question Bank, 20 Asked, 12 to Pass","Examen cívico de naturalización 2025 de USCIS: banco de 128 preguntas, 20 en la entrevista, 12 para aprobar",USCIS 2025 Naturalization Civics Test (128-question bank),"USCIS Policy Manual Vol. 12 update / Policy Alert (Oct. 20, 2025); Federal Register Notice of Implementation 90 FR 45047 (Doc. 2025-18050, Sept. 18, 2025); implements Executive Order 14161",U.S. Citizenship and Immigration Services (USCIS),Servicio de Ciudadanía e Inmigración de EE.UU. (USCIS),in_effect,Policy in effect,Política en vigor,"Lawful permanent residents applying for U.S. citizenship through Form N-400. If you file on or after October 20, 2025, you take the 2025 civics test: 20 questions from a 128-question bank, 12 correct to pass. If you filed before that date, you take the 2008 test: 10 questions from a 100-question bank, 6 correct to pass. A long-standing exception is preserved: applicants who are 65 or older and have been lawful permanent residents for 20 or more years are tested on 10 questions from a specially selected bank of 20. The change affects only the civics portion of the naturalization test — the English reading, writing, and speaking requirements stay the same.","Residentes permanentes legales que solicitan la ciudadanía estadounidense mediante el Formulario N-400. Si presenta su solicitud en o después del 20 de octubre de 2025, toma el examen cívico de 2025: 20 preguntas de un banco de 128, con 12 correctas para aprobar. Si la presentó antes de esa fecha, toma el examen de 2008: 10 preguntas de un banco de 100, con 6 correctas para aprobar. Se mantiene una excepción ya existente: las personas de 65 años o más que han sido residentes permanentes legales durante 20 años o más responden 10 preguntas de un banco especialmente seleccionado de 20. El cambio afecta únicamente la parte cívica del examen de naturalización; los requisitos de lectura, escritura y conversación en inglés siguen siendo los mismos.",,3,2025-01-20,2025-10-20,2026-08-26,/immigration-cases/2025-naturalization-civics-test-changes/,/es/casos-de-inmigracion/examen-civico-de-naturalizacion-2025-cambios/
unaccompanied-children-legal-funding,Federal Funding for Unaccompanied Children's Legal Representation (CLSEPA v. HHS),Fondos federales para la representación legal de niños no acompañados (CLSEPA c. HHS),Community Legal Services in East Palo Alto (CLSEPA) v. U.S. Department of Health and Human Services,N.D. Cal. No. 3:25-cv-02847; 9th Cir. Nos. 25-2358 & 25-2808,"U.S. District Court, Northern District of California; U.S. Court of Appeals, Ninth Circuit",Tribunal de Distrito de EE.UU. para el Distrito Norte de California; Tribunal de Apelaciones del Noveno Circuito,injunction_in_effect,Blocked by injunction,Bloqueada por medida cautelar,"The case concerns roughly 26,000 unaccompanied children who are in, or have been released from, ORR custody and who receive government-funded attorneys in immigration proceedings. The money flows through a national program (managed by the Acacia Center for Justice, about $200 million a year) that subcontracts to more than 80 legal aid organizations across the country. The dispute centers on whether the Trafficking Victims Protection Reauthorization Act (TVPRA) of 2008, which directs ORR to ""ensure, to the greatest extent practicable"" that these children have legal representation, requires the government to keep paying for it. While the injunction stands, the funded legal representation continues; families and legal aid providers involved in the Unaccompanied Children Program are the most directly affected. This is general information, not legal advice.","El caso afecta a unos 26,000 niños no acompañados que están, o fueron liberados, bajo la custodia de la ORR y que reciben abogados pagados por el gobierno en procesos de inmigración. Los fondos se canalizan a través de un programa nacional (administrado por el Acacia Center for Justice, unos 200 millones de dólares al año) que subcontrata a más de 80 organizaciones de ayuda legal en todo el país. La disputa gira en torno a si la Ley de Reautorización de Protección a Víctimas de Trata (TVPRA) de 2008, que ordena a la ORR ""garantizar, en la mayor medida posible"", que estos niños tengan representación legal, obliga al gobierno a seguir pagándola. Mientras la orden judicial siga vigente, continúa la representación legal financiada; las familias y los proveedores de ayuda legal del Programa de Niños No Acompañados son los más directamente afectados. Esto es información general, no asesoría legal.",,5,2025-03-21,2025-10-10,2026-08-26,/immigration-cases/unaccompanied-children-legal-representation-funding/,/es/casos-de-inmigracion/fondos-para-representacion-legal-de-ninos-no-acompanados/
florida-sb4c-state-entry-crime,Florida's SB 4-C 'Illegal Entry' Crime: Blocked Statewide,"Delito de ""entrada ilegal"" (SB 4-C) de Florida: bloqueado en todo el estado",Florida Immigrant Coalition v. Uthmeier,11th Cir. No. 25-11469; S.D. Fla. No. 1:25-cv-21524; U.S. Supreme Court application No. 24A1269,U.S. Court of Appeals for the Eleventh Circuit (preliminary injunction from the U.S. District Court for the Southern District of Florida),Corte de Apelaciones de EE.UU. para el Undécimo Circuito (orden judicial preliminar del Tribunal de Distrito de EE.UU. para el Distrito Sur de Florida),injunction_in_effect,Blocked by injunction,Bloqueada por medida cautelar,"Immigrants physically present in Florida. SB 4-C, signed February 13, 2025, created state crimes of ""illegal entry"" and ""illegal reentry"" into Florida by people without lawful immigration status — letting state and local police arrest on that basis and requiring pretrial detention without bond. Because the law is blocked statewide, state and local officers cannot arrest, charge, or prosecute anyone under SB 4-C while the injunction stands. The block does not change federal immigration law or federal enforcement, and it does not affect Florida's separate SB 1718 provisions.","Inmigrantes que se encuentran físicamente en Florida. La SB 4-C, firmada el 13 de febrero de 2025, creó los delitos estatales de ""entrada ilegal"" y ""reentrada ilegal"" a Florida por parte de personas sin estatus migratorio legal, permitiendo a la policía estatal y local arrestar sobre esa base y exigiendo detención previa al juicio sin fianza. Como la ley está bloqueada en todo el estado, las autoridades estatales y locales no pueden arrestar, acusar ni procesar a nadie bajo la SB 4-C mientras la orden judicial siga vigente. El bloqueo no cambia la ley migratoria federal ni la aplicación federal, y no afecta las disposiciones separadas de la SB 1718 de Florida.",,5,2025-02-13,2025-10-09,2026-09-01,/immigration-cases/florida-sb-4c-unauthorized-entry-blocked/,/es/casos-de-inmigracion/florida-sb-4c-entrada-no-autorizada-bloqueada/
